project,review_number,diff_density_design,diff_diversity_design,diff_density_impl,diff_diversity_impl,number_revisions,status,is_rebase,pattern_density_design,pattern_density_impl,pattern_diversity_design,pattern_diversity_impl
couchbase-jvm-core,45308,-2,-2,-19,-1,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,45312,1,1,8,-2,2,MERGED,yes,negative,negative,negative,positive
couchbase-jvm-core,45343,-1,-1,-32,-16,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,45346,-1,-1,0,0,2,MERGED,yes,positive,invariant,positive,invariant
couchbase-jvm-core,45429,-3,-3,9,7,2,MERGED,undefined,positive,negative,positive,negative
couchbase-jvm-core,45435,0,0,0,0,2,MERGED,undefined,invariant,invariant,invariant,invariant
couchbase-jvm-core,45436,1,1,11,8,3,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,45465,3,3,-533,-305,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,45472,-2,-2,4,5,3,MERGED,yes,positive,negative,positive,negative
couchbase-jvm-core,45568,-1,-1,-101,-14,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,45665,-2,-2,3,2,2,MERGED,undefined,positive,negative,positive,negative
couchbase-jvm-core,45736,-9,-9,-180,-51,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,45784,16,16,342,143,7,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,45867,3,3,-626,-319,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,45915,-11,-10,-325,-127,5,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,45923,2,2,-9,-8,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,45924,5,5,-774,-354,4,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,45986,9,9,-764,-344,5,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,45990,7,7,263,74,9,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,46074,0,0,0,0,4,MERGED,undefined,invariant,invariant,invariant,invariant
couchbase-jvm-core,46085,1,1,3,3,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,46137,-6,-6,-22,-19,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,46139,1,1,13,10,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,46433,1,1,-770,-352,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,46434,-1,-1,-16,-10,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,46435,2,2,-712,-348,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,46442,2,2,-689,-344,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,46585,-2,-2,-101,-32,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,46590,3,3,9,5,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,46591,0,0,4,2,2,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,46594,0,1,8,3,3,MERGED,yes,invariant,negative,negative,negative
couchbase-jvm-core,46634,-3,-4,-36,-17,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,46691,-1,-2,116,16,2,MERGED,undefined,positive,negative,positive,negative
couchbase-jvm-core,46874,-2,-2,-152,-29,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,46942,9,9,172,63,12,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,46943,-9,-10,-155,-57,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,46954,0,0,0,0,3,MERGED,yes,invariant,invariant,invariant,invariant
couchbase-jvm-core,47009,-1,-1,-13,-9,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,47228,1,1,20,15,5,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,47229,-1,-1,-14,-10,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,47268,0,0,-99,-22,3,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,47276,0,1,7,4,3,MERGED,undefined,invariant,negative,negative,negative
couchbase-jvm-core,47405,-9,-9,-170,-61,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,47610,5,5,-679,-340,4,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,47854,-1,-1,-200,-66,5,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,47855,-7,-7,-207,-72,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,47856,-7,-7,-202,-68,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,47859,-7,-7,-193,-62,5,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,47861,-7,-7,-210,-74,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,47862,-7,-7,-200,-67,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,47991,-1,-1,53,36,2,MERGED,undefined,positive,negative,positive,negative
couchbase-jvm-core,47995,-1,0,-54,-36,2,MERGED,yes,positive,positive,invariant,positive
couchbase-jvm-core,48005,2,1,-5,-4,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,48007,0,0,35,20,2,MERGED,undefined,invariant,negative,invariant,negative
couchbase-jvm-core,48104,1,1,-25,-14,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,48112,-4,-4,-1,-1,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,48156,0,0,30,20,2,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,48171,-44,-46,-521,-238,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,48238,-2,-2,-3,0,4,MERGED,undefined,positive,positive,positive,invariant
couchbase-jvm-core,48414,0,0,8,5,2,MERGED,undefined,invariant,negative,invariant,negative
couchbase-jvm-core,48680,1,1,8,8,4,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,48693,-1,-1,116,41,3,MERGED,yes,positive,negative,positive,negative
couchbase-jvm-core,48845,-2,-2,-94,-29,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,48846,-2,-2,-117,-38,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,48924,2,2,46,28,8,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,49102,-2,-2,-43,-26,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,49298,0,0,-837,-432,3,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,49596,0,0,-907,-435,2,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,49597,0,0,8,1,2,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,49601,1,1,-2,1,3,MERGED,yes,negative,positive,negative,negative
couchbase-jvm-core,49732,13,13,56,41,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,49855,-15,-15,-61,-44,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,49857,1,1,-16,-4,3,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,49900,-13,-13,-63,-46,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,49935,-16,-17,-91,-55,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,49936,-1,-2,-20,-6,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,49937,0,-1,-100,-13,2,MERGED,yes,invariant,positive,positive,positive
couchbase-jvm-core,49938,-1,-1,-84,-11,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,49942,-14,-14,-126,-46,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,49945,-13,-14,-80,-46,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,49986,-12,-12,30,-17,2,MERGED,undefined,positive,negative,positive,positive
couchbase-jvm-core,49988,-14,-15,-88,-52,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,50156,-1,-1,-122,-40,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,50175,-14,-15,-88,-52,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,50177,-13,-13,-77,-48,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,50179,-14,-15,-83,-49,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,50182,-13,-12,-69,-48,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,50183,0,-1,-23,-9,2,MERGED,yes,invariant,positive,positive,positive
couchbase-jvm-core,50184,0,0,0,0,2,MERGED,yes,invariant,invariant,invariant,invariant
couchbase-jvm-core,50186,-14,-15,-88,-52,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,50187,0,0,0,0,2,MERGED,yes,invariant,invariant,invariant,invariant
couchbase-jvm-core,50272,-14,-15,-79,-55,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,50273,-15,-17,-89,-55,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,50706,-12,-13,-54,-37,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,50716,-3,-3,-55,-32,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,50840,-73,-75,-710,-308,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,51213,-17,-18,-118,-67,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,51214,-21,-23,-169,-94,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,51363,-14,-15,-115,-67,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,51463,-2,-2,6,7,2,MERGED,yes,positive,negative,positive,negative
couchbase-jvm-core,51510,-20,-22,-108,-55,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,51562,2,2,3,3,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,51564,-17,-18,-92,-49,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,51570,-21,-23,-120,-65,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,51757,-18,-19,-105,-62,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,51863,1,2,6,4,3,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,51905,-17,-18,-98,-53,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,51974,-5,-6,-84,-43,4,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,51978,-9,-9,-11,-10,4,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,51984,1,1,55,28,3,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,51999,10,10,62,35,3,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,52098,-14,-14,-65,-37,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,52157,1,1,9,8,2,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,52219,-1,-1,3,0,5,MERGED,yes,positive,negative,positive,invariant
couchbase-jvm-core,52220,-26,-28,-164,-88,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,52225,0,0,-10,-6,2,MERGED,undefined,invariant,positive,invariant,positive
couchbase-jvm-core,52226,-26,-27,-194,-110,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,52230,4,4,-928,-461,4,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,52475,-2,-1,-13,-2,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,52476,-2,-1,-34,-29,4,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,52477,0,0,0,0,2,MERGED,yes,invariant,invariant,invariant,invariant
couchbase-jvm-core,52536,-35,-37,-210,-125,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,52539,3,4,12,-2,2,MERGED,yes,negative,negative,negative,positive
couchbase-jvm-core,52825,-29,-29,-215,-128,4,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,52861,1,0,-8,-7,3,MERGED,yes,negative,positive,invariant,positive
couchbase-jvm-core,52862,-3,-3,-3,-2,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,52863,0,0,-1,-1,3,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,52864,3,3,11,6,6,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,53067,-30,-31,-212,-137,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,53453,0,0,-954,-471,2,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,53455,3,3,-3,-2,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,53459,-3,-3,-3,-2,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,53463,6,6,3,2,5,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,53493,5,5,21,11,8,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,53541,-14,-14,-21,-11,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,53662,2,2,-975,-480,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,53663,4,4,-979,-485,7,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,53664,-3,-3,-4,-2,6,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,53792,8,8,-6,-4,5,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,53861,-12,-12,2,2,3,MERGED,undefined,positive,negative,positive,negative
couchbase-jvm-core,54062,5,5,61,38,8,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,54400,-5,-5,-64,-41,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,54505,1,2,-1002,-502,3,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,54570,0,-1,-9,-6,2,MERGED,yes,invariant,positive,positive,positive
couchbase-jvm-core,54571,3,2,-9,-6,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,54573,3,2,1,0,2,MERGED,yes,negative,negative,negative,invariant
couchbase-jvm-core,54574,1,0,-9,-6,2,MERGED,yes,negative,positive,invariant,positive
couchbase-jvm-core,54577,-1,-2,-9,-6,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,54585,-5,-5,1,1,2,MERGED,undefined,positive,negative,positive,negative
couchbase-jvm-core,54817,-4,-4,-9,-5,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,54819,0,0,-1,0,2,MERGED,yes,invariant,positive,invariant,invariant
couchbase-jvm-core,54821,1,1,36,19,3,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,54875,3,3,-992,-494,3,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,54919,-2,-2,-15,-11,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,54961,1,1,138,50,3,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,54990,2,2,-845,-462,3,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,55216,2,2,-144,-31,3,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,55327,0,0,17,7,22,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,55359,-13,-13,-82,-48,6,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,55394,0,0,1,1,2,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,55662,0,0,-1018,-510,2,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,55698,-1,-2,-11,-8,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,55700,-48,-50,-492,-210,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,55731,4,4,3,2,3,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,55844,-50,-50,-571,-260,6,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,55902,-54,-56,-609,-263,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,55903,-3,-4,-138,-51,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,55904,-2,-2,-132,-48,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,55905,-2,-2,-12,-2,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,55961,-62,-63,-450,-221,6,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,56001,-67,-68,-472,-238,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,56005,1,1,7,7,2,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,56052,-67,-68,-468,-238,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,56119,1,1,-1005,-523,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,56190,3,3,-15,7,5,MERGED,yes,negative,positive,negative,negative
couchbase-jvm-core,56426,-4,-4,-25,-18,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,56501,2,2,22,17,5,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,56503,0,0,-3,-1,3,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,56553,3,3,16,14,7,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,56566,-13,-13,-83,-58,4,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,56631,5,5,39,22,4,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,56639,-6,-6,-48,-34,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,56643,-1,-1,1,-3,3,MERGED,yes,positive,negative,positive,positive
couchbase-jvm-core,56678,1,1,29,14,7,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,56690,-1,-1,-27,-18,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,56694,-50,-52,-388,-181,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,56695,0,0,9,2,2,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,56696,0,0,19,7,2,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,56744,-70,-71,-475,-242,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,56747,-51,-53,-398,-184,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,56750,-70,-71,-558,-283,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,56859,-1,-1,-55,-33,5,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,56863,-50,-52,-407,-189,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,56980,1,1,-1037,-531,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,57044,2,2,-33,-10,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,57221,-1,-1,-3,-4,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,57341,5,5,46,31,8,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,57401,-50,-52,-408,-191,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,57814,-69,-70,-508,-257,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,57957,6,6,35,28,12,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,58011,-3,-3,-75,-29,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,58117,-8,-8,-52,-30,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,58118,-8,-8,-63,-41,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,58539,2,2,-1133,-576,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,58571,-1,-1,-5,-8,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,58840,0,0,-1155,-593,4,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,58841,0,0,-10,-7,2,MERGED,undefined,invariant,positive,invariant,positive
couchbase-jvm-core,59010,-3,-3,-80,-41,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,59014,-2,-2,-25,-29,9,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,59182,-13,-14,-187,-103,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,59252,4,4,58,37,2,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,59264,-1,-1,-38,-23,4,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,59265,-1,0,-28,-20,3,MERGED,undefined,positive,positive,invariant,positive
couchbase-jvm-core,59334,-13,-14,-201,-69,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,59339,1,1,-3,-3,3,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,59340,2,3,25,15,3,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,59341,-2,-3,-10,-7,4,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,59506,3,3,-1086,-553,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,59869,1,2,-1163,-598,3,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,59951,-1,-2,-6,-5,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,59954,-1,-1,-48,-5,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,59958,1,1,120,22,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,59972,1,1,-15,22,2,MERGED,yes,negative,positive,negative,negative
couchbase-jvm-core,60044,-4,-4,-150,-69,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,60120,1,1,4,3,2,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,60653,-1,-1,-6,-5,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,60690,0,0,1,1,2,MERGED,undefined,invariant,negative,invariant,negative
couchbase-jvm-core,60691,0,0,-36,-12,2,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,60694,0,0,38,12,2,MERGED,undefined,invariant,negative,invariant,negative
couchbase-jvm-core,60731,4,4,-1314,-636,3,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,60830,-11,-11,-107,-72,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,60831,9,8,15,5,8,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,60836,-21,-20,-111,-68,5,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,60844,-3,-5,-53,-34,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,60851,-2,-4,-46,-30,4,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,60855,0,0,0,0,3,MERGED,yes,invariant,invariant,invariant,invariant
couchbase-jvm-core,60860,2,2,44,28,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,60861,-2,-2,-43,-27,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,60928,-3,-4,-85,-58,6,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,60929,-15,-16,-111,-79,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,61170,3,3,-3,4,3,MERGED,yes,negative,positive,negative,negative
couchbase-jvm-core,61412,-3,-3,-15,-8,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,61413,-12,-12,-33,-22,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,61414,0,0,178,50,4,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,61507,-13,-13,-198,-65,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,61512,24,24,110,60,13,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,61821,-28,-28,-118,-69,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,61925,-1,-1,-33,-18,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,61986,3,3,-1352,-660,7,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,62108,-3,-3,-6,-1,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,62168,1,1,5,-2,2,MERGED,yes,negative,negative,negative,positive
couchbase-jvm-core,62226,0,0,-1380,-671,2,MERGED,yes,invariant,positive,invariant,positive
couchbase-jvm-core,62235,3,3,17,9,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,62246,0,0,0,0,2,MERGED,undefined,invariant,invariant,invariant,invariant
couchbase-jvm-core,62277,-1,-1,27,19,4,MERGED,yes,positive,negative,positive,negative
couchbase-jvm-core,62291,-205,-208,-1328,-633,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,62294,-4,-4,-13,-5,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,62301,-3,-3,98,23,2,MERGED,yes,positive,negative,positive,negative
couchbase-jvm-core,62346,1,1,-118,-35,5,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,62479,-1,-1,-15,-6,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,62495,-4,-4,-345,-110,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,62722,211,213,-11,-16,13,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,62831,-205,-208,-1143,-549,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,62919,-4,-4,-68,-46,7,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,62949,-1,-1,-130,-47,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,63402,0,0,-139,-51,2,MERGED,undefined,invariant,positive,invariant,positive
couchbase-jvm-core,63467,1,1,-1366,-667,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,63468,3,3,330,104,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,63469,1,1,-140,-14,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,63470,-4,-4,-204,-95,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,63471,0,0,136,49,2,MERGED,yes,invariant,negative,invariant,negative
couchbase-jvm-core,63525,-8,-8,-414,-158,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,63821,3,3,153,57,6,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,63848,-3,-5,-148,-55,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,63850,6,6,154,56,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,63853,4,5,18,10,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,63867,1,0,7,4,4,MERGED,yes,negative,negative,invariant,negative
couchbase-jvm-core,64017,-8,-8,-178,-71,3,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,64018,-207,-208,-1299,-628,5,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,64109,-2,-3,-68,-27,3,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,64589,1,1,72,44,2,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,64597,-3,-3,-77,-46,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,64600,-1,-1,77,13,2,MERGED,undefined,positive,negative,positive,negative
couchbase-jvm-core,64648,-2,-2,-155,-60,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,64703,5,5,329,101,3,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,64705,1,1,2,1,2,MERGED,undefined,negative,negative,negative,negative
couchbase-jvm-core,64707,-210,-211,-1360,-646,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,64708,-210,-213,-1358,-649,2,MERGED,undefined,positive,positive,positive,positive
couchbase-jvm-core,65049,5,5,-1407,-686,2,MERGED,undefined,negative,positive,negative,positive
couchbase-jvm-core,65185,1,1,-1427,-699,2,MERGED,yes,negative,positive,negative,positive
couchbase-jvm-core,65186,3,3,20,12,3,MERGED,yes,negative,negative,negative,negative
couchbase-jvm-core,65673,-3,-3,-13,-6,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,65712,-2,-2,-19,-10,2,MERGED,yes,positive,positive,positive,positive
couchbase-jvm-core,65713,-3,-3,-15,-8,3,MERGED,yes,positive,positive,positive,positive
